id,year,imdb,title,plot,poster,actual_score
499,2009,tt1149361,Micmacs (Micmacs &agrave; tire-larigot),A man and his friends come up with an intricate and original plan to destroy two big weapons manufacturers.,https://m.media-amazon.com/images/M/MV5BMTgwOTc4OTk3NV5BMl5BanBnXkFtZTcwMzc0MjMzMw@@._V1_SX300.jpg,72
500,2009,tt0892782,Monsters vs Aliens,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,https://m.media-amazon.com/images/M/MV5BMTY0OTQ3MzE3MV5BMl5BanBnXkFtZTcwMDQyMzMzMg@@._V1_SX300.jpg,74
501,2009,tt1182345,Moon,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish o...",https://m.media-amazon.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_SX300.jpg,90
502,2009,tt1121977,Mother and Child,"A drama centered around three women: A fifty-year-old woman, the daughter she gave up for adoption thirty-five years ago, and a woman looking to adopt a child of her own.",https://m.media-amazon.com/images/M/MV5BMTg4NTM5MTE0N15BMl5BanBnXkFtZTcwOTM2MTgyMw@@._V1_SX300.jpg,78
503,2009,tt1179891,My Bloody Valentine 3D,"Tom returns to his hometown on the tenth anniversary of the Valentine's night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing the murders, and it seems like his old ...",https://m.media-amazon.com/images/M/MV5BYWYxODU1ZDItYzg1Ny00OGE5LTkzNmUtZWY0MjhmODE2NGJjXkEyXkFqcGdeQXVyNjQzOTQyODA@._V1_SX300.jpg,61
504,2009,tt1078588,My Sisters Keeper,Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.,https://m.media-amazon.com/images/M/MV5BMTQ2NDg4MDU3NF5BMl5BanBnXkFtZTcwMjg5Njc1Mg@@._V1_SX300.jpg,48
505,2009,tt0875034,Nine,"Famous film director Guido Contini struggles to find harmony in his professional and personal lives, as he engages in dramatic relationships with his wife, his mistress, his muse, his agent, and his mother.",https://m.media-amazon.com/images/M/MV5BMTY5ODA2MzQxMl5BMl5BanBnXkFtZTcwMTI4NTEwMw@@._V1_SX300.jpg,39
506,2009,tt1186367,Ninja Assassin,"A young ninja turns his back on the orphanage that raised him, leading to a confrontation with a fellow ninja from the clan.",https://m.media-amazon.com/images/M/MV5BMTcxNDYzMjU1Ml5BMl5BanBnXkFtZTcwMTYzOTM3Mg@@._V1_SX300.jpg,26
507,2009,tt1266029,Nowhere Boy,"A chronicle of John Lennon's first years, focused mainly in his adolescence and his relationship with his stern aunt Mimi, who raised him, and his absentee mother Julia, who re-entered his life at a crucial moment in his young life.",https://m.media-amazon.com/images/M/MV5BNTlhZTRhMzctZTY4OS00NDlkLWI0OGItMTk5YzIzOWUwZDdhXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_SX300.jpg,80
508,2009,tt1235796,Ondine,An Irish fisherman discovers a woman in his fishing net whom his precocious daughter believes to be a selkie.,https://m.media-amazon.com/images/M/MV5BMTg0NDAxNjA4OV5BMl5BanBnXkFtZTcwODc1MjAyMw@@._V1_SX300.jpg,70
509,2009,tt1532957,Paa,A father tries to help his son cope with a rare condition that causes the young boy to age beyond his years.,https://m.media-amazon.com/images/M/MV5BYWMwODliMDgtNzc5MS00NzZmLWJmYWEtMzU4Zjg3NzY3YzAyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,50
510,2009,tt1188729,Pandorum,"Two crew members of a spaceship wake up from hypersleep to discover that all their colleagues are missing. Despite this, it appears that they are not alone.",https://m.media-amazon.com/images/M/MV5BZDAzY2JkNzQtODljYS00YjIxLWIyZGMtNTUyMzg3NzNiNjc4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,30
511,2009,tt1003034,Perriers Bounty,A gangster named Perrier looks to exact his revenge on a trio of fugitives responsible for the accidental death of one of his cronies.,https://m.media-amazon.com/images/M/MV5BN2U0MDI4MTAtOTNhOS00Yjc1LWIyYjktYzkzN2NmYWVkNDk0XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,55
512,2009,tt0762125,Planet 51,"An alien civilization is invaded by Astronaut Chuck Baker, who believes that the planet was uninhabited. Wanted by the military, Baker must get back to his ship before it goes into orbit without him.",https://m.media-amazon.com/images/M/MV5BYzA3NDEwMGYtZWVmNi00MDRiLWExYWItM2I1ZTQ5NDI4NTQyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,23
513,2009,tt0929632,Precious: Based on the Novel Push by Sapphire,"In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that she can re-route her life in a better direction.",https://m.media-amazon.com/images/M/MV5BMTk3NDM4ODMwNl5BMl5BanBnXkFtZTcwMTYyNDIzMw@@._V1_SX300.jpg,92
514,2009,tt1152836,Public Enemies,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson, and Pretty Boy Floyd during a booming crime wave in the 1930s.",https://m.media-amazon.com/images/M/MV5BMGI4YTIxMDQtNDlmNC00ZDJhLWIyZGItM2QyODRiMTEzN2ViXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,68
515,2009,tt0465580,Push,Two young Americans with special abilities must race to find a girl in Hong Kong before a shadowy government organization called Division does.,https://m.media-amazon.com/images/M/MV5BMTM2NjE5NTYzMl5BMl5BanBnXkFtZTcwNzc3OTMyMg@@._V1_SX300.jpg,24
516,2009,tt0988045,Sherlock Holmes,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,https://m.media-amazon.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_SX300.jpg,69
517,2009,tt1017460,Splice,Genetic engineers Clive Nicoli and Elsa Kast hope to achieve fame by successfully splicing together the DNA of different animals to create new hybrid animals for medical use.,https://m.media-amazon.com/images/M/MV5BMjEwODQ0MjI2OV5BMl5BanBnXkFtZTcwMTA4MjQ0Mw@@._V1_SX300.jpg,75
518,2009,tt0796366,Star Trek,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,https://m.media-amazon.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@._V1_SX300.jpg,94
519,2009,tt0473705,State of Play,"When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",https://m.media-amazon.com/images/M/MV5BMTI1MTQ4MDIwMl5BMl5BanBnXkFtZTcwNzgxOTc0Mg@@._V1_SX300.jpg,84
520,2009,tt0986263,Surrogates,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",https://m.media-amazon.com/images/M/MV5BN2FiZTdjY2YtMzg2YS00ODEyLTg3NWQtZmVhZDg1YzE0OTJjXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,37
521,2009,tt0438488,Terminator Salvation,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",https://m.media-amazon.com/images/M/MV5BODBlOTJhZjItMGRmYS00YzM1LWFmZTktOTJmNDMyZTBjMjBkXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,33
522,2009,tt0878804,The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",https://m.media-amazon.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_SX300.jpg,66
523,2009,tt1131729,The Boat That Rocked,"A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves.",https://m.media-amazon.com/images/M/MV5BMTMzMjYzMTMyM15BMl5BanBnXkFtZTcwOTk5NDA5Mg@@._V1_SX300.jpg,59
524,2009,tt1300851,The Boondock Saints II: All Saints Day,"The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the p...",https://m.media-amazon.com/images/M/MV5BMTY4MDMxNzM2M15BMl5BanBnXkFtZTcwNjk5MzU5Mg@@._V1_SX300.jpg,23
525,2009,tt0362478,The Box,"A small wooden box arrives on the doorstep of a married couple, who know that opening it will grant them a million dollars and kill someone they don't know.",https://m.media-amazon.com/images/M/MV5BMTI4MDA5NjIwM15BMl5BanBnXkFtZTcwNTA2MjY0Mg@@._V1_SX300.jpg,43
526,2009,tt0896923,The City of Your Final Destination,"Omar wants to write an authorized biography on a dead writer and travels to a farm in Uruguay to meet the trustees - the writer's brother, widow and cute mistress/mother of his daughter.",https://m.media-amazon.com/images/M/MV5BMTUwOTc0ODk2Ml5BMl5BanBnXkFtZTcwNjE5MDgyMw@@._V1_SX300.jpg,39
527,2009,tt1144884,The Final Destination,A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.,https://m.media-amazon.com/images/M/MV5BNzY1NmU2MDgtMDQxNC00MTQ4LTgxMWQtYWNkOWMyZWFlODZiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,28
528,2009,tt1220198,The Fourth Kind,"A thriller involving an ongoing unsolved mystery in Alaska, where one town has seen an extraordinary number of unexplained disappearances during the past 40 years and there are accusations of a federal cover up.",https://m.media-amazon.com/images/M/MV5BMTY2OTM0NDEyM15BMl5BanBnXkFtZTcwNTAzMDY4Mg@@._V1_SX300.jpg,18
529,2009,tt1132620,The Girl with the Dragon Tattoo,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,https://m.media-amazon.com/images/M/MV5BMTc2Mjc0MDg3MV5BMl5BanBnXkFtZTcwMjUzMDkxMw@@._V1_SX300.jpg,85
530,2009,tt1103982,The Girlfriend Experience,"A drama set in the days leading up to the 2008 Presidential election, and centered on a high-end Manhattan call girl meeting the challenges of her boyfriend, her clients, and her work.",https://m.media-amazon.com/images/M/MV5BMjE5OTY5MDIzM15BMl5BanBnXkFtZTcwNTU4NzQ0Mg@@._V1_SX300.jpg,67
531,2009,tt1247662,The Good Guy,"Calm and quiet Daniel starts on Wall Street. His womanizing colleague, Tommy, encourages him to meet women. He unknowingly meets Tommy's girlfriend, Beth, and ends up in her 5 women book club. Will he find the woman?",https://m.media-amazon.com/images/M/MV5BMTc3MTExMzIzMV5BMl5BanBnXkFtZTcwMjI1MzUxMw@@._V1_SX300.jpg,35
532,2009,tt1119646,The Hangover,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,79
533,2009,tt1054606,The Imaginarium of Doctor Parnassus,A traveling theater company gives its audience much more than they were expecting.,https://m.media-amazon.com/images/M/MV5BMTY4Njg4NTA3Nl5BMl5BanBnXkFtZTcwNzYxMzg5Mg@@._V1_SX300.jpg,64
534,2009,tt1130080,The Informant!,"The U.S. government decides to go after an agro-business giant with a price-fixing accusation, based on the evidence submitted by their star witness, vice president-turned-informant Mark Whitacre.",https://m.media-amazon.com/images/M/MV5BMTMyODIxODg4MF5BMl5BanBnXkFtZTcwNTgyMzg5Mg@@._V1_SX300.jpg,79
535,2009,tt1058017,The Invention of Lying,"A comedy set in a world where no one has ever lied, until a writer seizes the opportunity for personal gain.",https://m.media-amazon.com/images/M/MV5BMTU2OTQzOTc1Nl5BMl5BanBnXkFtZTcwNDM5MDE4Mg@@._V1_SX300.jpg,55
536,2009,tt0824758,The Last Station,A historical drama that illustrates Russian author Leo Tolstoy's (Christopher Plummer's) struggle to balance fame and wealth with his commitment to a life devoid of material things.,https://m.media-amazon.com/images/M/MV5BMTA4MTAzNTQzMDNeQTJeQWpwZ15BbWU3MDgzNTg2MDM@._V1_SX300.jpg,71
537,2009,tt0380510,The Lovely Bones,Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,https://m.media-amazon.com/images/M/MV5BMjAwNDA1MTM2MF5BMl5BanBnXkFtZTcwMzg3NDcwMw@@._V1_SX300.jpg,32
538,2009,tt1234548,The Men Who Stare at Goats,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",https://m.media-amazon.com/images/M/MV5BMjIwOTQwNzg1MV5BMl5BanBnXkFtZTcwODc4MDU4Mg@@._V1_SX300.jpg,51
539,2009,tt0790712,The Messenger,An American soldier struggles with an ethical dilemma when he becomes involved with a widow of a fallen officer.,https://m.media-amazon.com/images/M/MV5BMTQyMzQ2Nzc5Ml5BMl5BanBnXkFtZTcwNDk4NjAyMw@@._V1_SX300.jpg,90
540,2009,tt0780521,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",https://m.media-amazon.com/images/M/MV5BMjEyOTQ5NzAzNl5BMl5BanBnXkFtZTcwMTcyNTU1Mg@@._V1_SX300.jpg,85
541,2009,tt1041829,The Proposal,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,https://m.media-amazon.com/images/M/MV5BOGM5YTNiYzktNmEwZC00ZjE5LWIyNzEtOTUwNDE0NmVkYzE3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,45
542,2009,tt0898367,The Road,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.",https://m.media-amazon.com/images/M/MV5BMTAwNzk4NTU3NDReQTJeQWpwZ15BbWU3MDg3OTEyODI@._V1_SX300.jpg,73
543,2009,tt0485601,The Secret of Kells,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.",https://m.media-amazon.com/images/M/MV5BMjEzMjEzNTIzOF5BMl5BanBnXkFtZTcwMTg2MjAyMw@@._V1_SX300.jpg,90
544,2009,tt0821642,The Soloist,A newspaper journalist discovers a homeless musical genius and tries to improve his situation.,https://m.media-amazon.com/images/M/MV5BMjExODQ3MTI5Nl5BMl5BanBnXkFtZTcwMDEyMTQ5MQ@@._V1_SX300.jpg,57
545,2009,tt1111422,The Taking of Pelham 123,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",https://m.media-amazon.com/images/M/MV5BMTU3NzA4MDcwNV5BMl5BanBnXkFtZTcwMDAyNzc1Mg@@._V1_SX300.jpg,51
546,2009,tt0452694,The Time Travelers Wife,"A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage.",https://m.media-amazon.com/images/M/MV5BZWNlN2RmZDktNzllNC00NDVlLTllMzgtZGQ1YmRmZThmZjZmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,38
547,2009,tt1142988,The Ugly Truth,An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.,https://m.media-amazon.com/images/M/MV5BMTM2MTM2OTUwNl5BMl5BanBnXkFtZTcwNTgwNTE0Mg@@._V1_SX300.jpg,14
548,2009,tt1139668,The Unborn,A young woman fights the spirit that is slowly taking possession of her.,https://m.media-amazon.com/images/M/MV5BOTM5NDY1MTk2Nl5BMl5BanBnXkFtZTcwNTMyNjkxMg@@._V1_SX300.jpg,10
549,2009,tt0962736,The Young Victoria,"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.",https://m.media-amazon.com/images/M/MV5BMTM4MjExMDk3NV5BMl5BanBnXkFtZTcwMTU3OTMwMw@@._V1_SX300.jpg,76
550,2009,tt1055369,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",https://m.media-amazon.com/images/M/MV5BNjk4OTczOTk0NF5BMl5BanBnXkFtZTcwNjQ0NzMzMw@@._V1_SX300.jpg,20
551,2009,tt1049413,Up,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_SX300.jpg,98
552,2009,tt1193138,Up in the Air,"Ryan Bingham enjoys living out of a suitcase for his job, travelling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest, and a new hire presenting a new business model.",https://m.media-amazon.com/images/M/MV5BMTI3MzYxMTA4NF5BMl5BanBnXkFtZTcwMDE4ODg3Mg@@._V1_SX300.jpg,90
553,2009,tt1068678,Veronika Decides to Die,"After a frantic suicide attempt, Veronika awakens inside a mysterious mental asylum. Under the supervision of an unorthodox psychiatrist who specializes in controversial treatment, Veronika learns that she has only weeks to live.",https://m.media-amazon.com/images/M/MV5BMTQzNTk4NTUwM15BMl5BanBnXkFtZTgwODE0NTA4MzE@._V1_SX300.jpg,90
554,2009,tt0409459,Watchmen,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",https://m.media-amazon.com/images/M/MV5BY2IzNGNiODgtOWYzOS00OTI0LTgxZTUtOTA5OTQ5YmI3NGUzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,65
555,2009,tt1178663,Whatever Works,"A middle-aged, misanthropic divorc from New York City surprisingly enters a fulfilling, Pygmalion-type relationship with a much younger, unsophisticated Southern girl.",https://m.media-amazon.com/images/M/MV5BMTU2NTA4NzgyNl5BMl5BanBnXkFtZTcwNzEzMjQ1Mg@@._V1_SX300.jpg,50
556,2009,tt0386117,Where the Wild Things Are,"Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king.",https://m.media-amazon.com/images/M/MV5BNzQ1NzAwODEwM15BMl5BanBnXkFtZTcwNTE4MjI4Mg@@._V1_SX300.jpg,73
557,2009,tt1172233,Whip It,"In Bodeen, Texas, an indie-rock-loving misfit finds a way of dealing with small-town misery after discovering a roller-derby league in nearby Austin.",https://m.media-amazon.com/images/M/MV5BNDM1NzkzMjQ4NF5BMl5BanBnXkFtZTcwMDE3Nzk3Mg@@._V1_SX300.jpg,85
558,2009,tt0365929,Whiteout,U.S. Marshal Carrie Stetko tracks a killer in Antarctica as the sun is about to set for six months.,https://m.media-amazon.com/images/M/MV5BNTEyMDgwNzU1NF5BMl5BanBnXkFtZTcwMDkxMzI4Mg@@._V1_SX300.jpg,7
559,2009,tt0458525,X-Men Origins: Wolverine,"The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.",https://m.media-amazon.com/images/M/MV5BZWRhMzdhMzEtZTViNy00YWYyLTgxZmUtMTMwMWM0NTEyMjk3XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,38
560,2009,tt0448182,Yesterday Was a Lie,"Hoyle, a girl with a sharp mind and a weakness for bourbon, finds herself on the trail of a reclusive genius. But her work takes a series of unforeseen twists as events around her grow increasingly fragmented... disconnected... su...",https://m.media-amazon.com/images/M/MV5BMTA2MTk1MTU2MTFeQTJeQWpwZ15BbWU3MDcwODA5OTI@._V1_SX300.jpg,83
561,2009,tt0403702,Youth in Revolt,"While his trailer trash parents teeter on the edge of divorce, Nick Twisp sets his sights on dream girl Sheeni Saunders, hoping that she'll be the one to take away his virginity.",https://m.media-amazon.com/images/M/MV5BMjE3NTkxODUwOV5BMl5BanBnXkFtZTcwMjE4NjI5Mg@@._V1_SX300.jpg,66
562,2009,tt1156398,Zombieland,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.",https://m.media-amazon.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_SX300.jpg,89
563,2008,tt0478087,21,"""21"" is the fact-based story about six MIT students who were trained to become experts in card counting and subsequently took Vegas casinos for millions in winnings.",https://m.media-amazon.com/images/M/MV5BMjAyNTU5OTcxOV5BMl5BanBnXkFtZTcwMDEyNjM2MQ@@._V1_SX300.jpg,36
564,2008,tt0800308,Appaloosa,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,https://m.media-amazon.com/images/M/MV5BMTMxMDE5NDIxM15BMl5BanBnXkFtZTcwNjI0MjQ4MQ@@._V1_SX300.jpg,76
565,2008,tt0455824,Australia,"Set in northern Australia before WWII, an Englishwoman who inherits a sprawling ranch reluctantly pacts with a stock-man in order to drive 2,000 head of cattle over unforgiving landscapes.",https://m.media-amazon.com/images/M/MV5BYTg4NjM4MTktYzdjYS00YjBlLWJjODMtYzY2OGU3NjJkMTZhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,54
566,2008,tt0871426,Baby Mama,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",https://m.media-amazon.com/images/M/MV5BMTYwNTc1Nzk1N15BMl5BanBnXkFtZTcwNjE4OTI2MQ@@._V1_SX300.jpg,63
567,2008,tt0799934,Be Kind Rewind,"Two bumbling store clerks inadvertently erase the footage from all of the tapes in their video rental store. In order to keep the business running, they re-shoot every film in the store with their own camera, with a budget of zero...",https://m.media-amazon.com/images/M/MV5BMTU4MjY2MTU2MV5BMl5BanBnXkFtZTYwNjUzODc4._V1_SX300.jpg,65
568,2008,tt0960731,Bedtime Stories,A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.,https://m.media-amazon.com/images/M/MV5BMjA5Njk5MTUxNF5BMl5BanBnXkFtZTcwMDI3MTg5MQ@@._V1_SX300.jpg,27
569,2008,tt0861689,Blindness,A city is ravaged by an epidemic of instant white blindness.,https://m.media-amazon.com/images/M/MV5BNjM4YmE5MjQtYzdjNi00YTE0LWE0ZGItMjFhN2M3Njk5MDc3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,44
570,2008,tt0397892,Bolt,The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,https://m.media-amazon.com/images/M/MV5BNDQyNDE5NjQ1N15BMl5BanBnXkFtZTcwMDExMTAwMg@@._V1_SX300.jpg,89
571,2008,tt0887883,Burn After Reading,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,https://m.media-amazon.com/images/M/MV5BYzYwMjZhOGEtMGZlZS00Mjg1LTlkMDktYzJiZDU4MzAxZDRiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,78
572,2008,tt0824747,Changeling,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,https://m.media-amazon.com/images/M/MV5BOTA1Mzg3NjIxNV5BMl5BanBnXkFtZTcwNzU2NTc5MQ@@._V1_SX300.jpg,62
573,2008,tt0892255,Che: Part One,"In 1956, Ernesto 'Che' Guevara and a band of Castro-led Cuban exiles mobilize an army to topple the regime of dictator Fulgencio Batista.",https://m.media-amazon.com/images/M/MV5BM2JiNjE4YjItNTFhNS00ZmYyLWEwNzctNzJmYzNiYWYzOGM3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,68
574,2008,tt0970411,City of Ember,"For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker.",https://m.media-amazon.com/images/M/MV5BMTU3MDE4MDU1Nl5BMl5BanBnXkFtZTcwNDM2NDI5MQ@@._V1_SX300.jpg,54
575,2008,tt1060277,Cloverfield,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,https://m.media-amazon.com/images/M/MV5BZDNhNDJlNDktZDI4OC00OTE3LWI2M2UtOThkNTFkNjBjYzRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,78
576,2008,tt0489018,Day of the Dead,When a small Colorado town is overrun by the flesh hungry dead a small group of survivors try to escape in a last ditch effort to stay alive.,https://m.media-amazon.com/images/M/MV5BNzg1Mjk0YzEtMTBmZS00MGZhLWJkZmYtMDg4ZWEzNDQzYmE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,13
577,2008,tt0452608,Death Race,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,https://m.media-amazon.com/images/M/MV5BZTA4ODc4YTQtM2YyZS00YTgzLTgyMTAtMTg4Y2Q1YWFmZDYzXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,42
578,2008,tt1034303,Defiance,"Jewish brothers in Nazi-occupied Eastern Europe escape into the Belarussian forests, where they join Russian resistance fighters, and endeavor to build a village, in order to protect themselves and about one thousand Jewish non-co...",https://m.media-amazon.com/images/M/MV5BZjEyYjk4ZDQtZDhjMi00NGFkLWExM2UtZjgyMDMxODgwNjgyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,59
579,2008,tt0832266,"Definitely, Maybe",A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.,https://m.media-amazon.com/images/M/MV5BMTc1Mzc1ODMxMF5BMl5BanBnXkFtZTcwNDY1MzU1MQ@@._V1_SX300.jpg,70
580,2008,tt0483607,Doomsday,A futuristic action thriller where a team of people work to prevent a disaster threatening the future of the human race.,https://m.media-amazon.com/images/M/MV5BMTUwODU2NzE2OF5BMl5BanBnXkFtZTcwMTAwMDA2MQ@@._V1_SX300.jpg,51
581,2008,tt0918927,Doubt,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.,https://m.media-amazon.com/images/M/MV5BYWFjZmE2NGYtNGIzYi00Nzc2LTlhZWMtMTNkOTBkOTQ0MTJmXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,79
582,2008,tt1059786,Eagle Eye,"Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, us...",https://m.media-amazon.com/images/M/MV5BMjA5MTMzMDMzNl5BMl5BanBnXkFtZTcwMzUwNDUzMw@@._V1_SX300.jpg,26
583,2008,tt0808244,Easy Virtue,"A young Englishman marries a glamorous American. When he brings her home to meet the parents, she arrives like a blast from the future - blowing their entrenched British stuffiness out the window.",https://m.media-amazon.com/images/M/MV5BZmViYjQ0YTUtMjNmZi00NTI4LWEwYTgtYTllNTY4YjRlYzNmXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg,52
584,2008,tt1129423,Fireproof,"In an attempt to save his marriage, a firefighter uses a 40-day experiment known as ""The Love Dare.""",https://m.media-amazon.com/images/M/MV5BMGZhYzFjY2ItNDVmZi00Y2Q1LWFmMDgtMzAwYTU3NTI3ZGU4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,38
